scenario_order_id,ID,Delivery_person_ID,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,City,Type_of_vehicle,Vehicle_condition,multiple_deliveries,Time_taken (min),city_code,order_date,order_time,pickup_time,order_hour,time_taken_min
14,0x2d64,JAPRES02DEL02,26.914142,75.805704,26.994142,75.885704,02-04-2022,18:30,18:45,Cloudy,Medium,Metropolitian,motorcycle,1,1.0,38,JAP,2022-04-02,18:30:00,18:45:00,18.0,38
15,0x1090,JAPRES07DEL03,26.766536,75.837333,26.906536,75.977333,02-04-2022,18:35,18:40,Sandstorms,Medium,Metropolitian,motorcycle,2,1.0,26,JAP,2022-04-02,18:35:00,18:40:00,18.0,26
16,0x22b4,JAPRES15DEL02,26.891191,75.802083,26.971191,75.882083,02-04-2022,18:40,18:50,Windy,Medium,Metropolitian,motorcycle,0,1.0,31,JAP,2022-04-02,18:40:00,18:50:00,18.0,31
17,0x45f3,JAPRES16DEL01,26.849596,75.800512,26.959596,75.910512,02-04-2022,18:45,0.791666667,Stormy,Medium,Metropolitian,motorcycle,0,1.0,33,JAP,2022-04-02,18:45:00,,18.0,33
18,0x5132,JAPRES08DEL03,26.910262,75.783013,27.000262,75.873013,02-04-2022,18:50,18:55,Sunny,Medium,Metropolitian,scooter,1,0.0,29,JAP,2022-04-02,18:50:00,18:55:00,18.0,29
19,0x20ff,JAPRES04DEL02,26.902328,75.794257,26.982328,75.874257,02-04-2022,19:20,19:35,Sandstorms,Jam,Metropolitian,motorcycle,1,1.0,15,JAP,2022-04-02,19:20:00,19:35:00,19.0,15
20,0xa7e6,JAPRES09DEL03,26.911378,75.789034,27.051378,75.929034,02-04-2022,19:25,19:40,Fog,Jam,Metropolitian,motorcycle,0,1.0,43,JAP,2022-04-02,19:25:00,19:40:00,19.0,43
21,0x4448,JAPRES19DEL02,26.913726,75.75282,27.043726,75.88282,02-04-2022,19:35,19:40,Sandstorms,Jam,Metropolitian,scooter,2,0.0,19,JAP,2022-04-02,19:35:00,19:40:00,19.0,19
22,0x48cf,JAPRES04DEL03,26.902328,75.794257,26.992328,75.884257,02-04-2022,19:35,19:50,Stormy,Jam,Metropolitian,motorcycle,0,1.0,39,JAP,2022-04-02,19:35:00,19:50:00,19.0,39
23,0x7764,JAPRES03DEL03,26.913483,75.803139,27.003483,75.893139,02-04-2022,19:35,19:40,Sandstorms,Jam,Metropolitian,motorcycle,2,0.0,25,JAP,2022-04-02,19:35:00,19:40:00,19.0,25
24,0xa55,JAPRES11DEL01,26.90294,75.793007,27.01294,75.903007,02-04-2022,19:45,0.833333333,Cloudy,Jam,Metropolitian,scooter,2,1.0,45,JAP,2022-04-02,19:45:00,,19.0,45
25,0x52da,JAPRES17DEL01,26.892312,75.806896,27.002312,75.916896,02-04-2022,19:55,0.833333333,Sandstorms,Jam,Urban,motorcycle,1,0.0,20,JAP,2022-04-02,19:55:00,,19.0,20
26,0x52e8,JAPRES07DEL02,26.766536,75.837333,26.846536,75.917333,02-04-2022,19:55,20:10,Cloudy,Jam,Metropolitian,motorcycle,0,2.0,42,JAP,2022-04-02,19:55:00,20:10:00,19.0,42
27,0x6202,JAPRES14DEL01,26.88842,75.800689,26.99842,75.910689,02-04-2022,19:55,20:10,Stormy,Jam,Metropolitian,motorcycle,0,1.0,35,JAP,2022-04-02,19:55:00,20:10:00,19.0,35
28,0x5014,JAPRES03DEL01,26.913483,75.803139,27.023483,75.913139,02-04-2022,20:15,20:20,Cloudy,Jam,Semi-Urban,motorcycle,1,0.0,48,JAP,2022-04-02,20:15:00,20:20:00,20.0,48
29,0xb221,JAPRES18DEL03,26.913987,75.752891,27.003987,75.842891,02-04-2022,20:20,20:30,Sandstorms,Jam,Urban,scooter,2,0.0,33,JAP,2022-04-02,20:20:00,20:30:00,20.0,33
30,0x4fe5,JAPRES04DEL03,26.902328,75.794257,27.042328,75.934257,02-04-2022,20:30,20:35,Sunny,Jam,Urban,scooter,1,1.0,19,JAP,2022-04-02,20:30:00,20:35:00,20.0,19
31,0x1dd5,JAPRES09DEL03,26.911378,75.789034,27.001378,75.879034,02-04-2022,21:15,21:30,Windy,Jam,Metropolitian,scooter,2,1.0,36,JAP,2022-04-02,21:15:00,21:30:00,21.0,36
32,0x4f84,JAPRES01DEL01,26.90519,75.810753,26.97519,75.880753,02-04-2022,21:15,21:20,Sunny,Jam,Metropolitian,motorcycle,1,0.0,16,JAP,2022-04-02,21:15:00,21:20:00,21.0,16
33,0x881e,JAPRES05DEL01,26.905287,75.794592,27.015287,75.904592,02-04-2022,21:25,21:30,Stormy,Jam,Urban,scooter,2,1.0,20,JAP,2022-04-02,21:25:00,21:30:00,21.0,20
34,0x8ee9,JAPRES06DEL01,26.911927,75.797282,26.981927,75.867282,02-04-2022,21:25,21:30,Windy,Jam,Metropolitian,motorcycle,0,1.0,49,JAP,2022-04-02,21:25:00,21:30:00,21.0,49
35,0x2fc1,JAPRES15DEL02,26.891191,75.802083,27.021191,75.932083,02-04-2022,21:50,21:55,Windy,Jam,Urban,motorcycle,0,1.0,43,JAP,2022-04-02,21:50:00,21:55:00,21.0,43
36,0x1dbc,JAPRES07DEL02,26.766536,75.837333,26.896536,75.967333,02-04-2022,22:20,22:25,Fog,Low,Metropolitian,scooter,2,0.0,25,JAP,2022-04-02,22:20:00,22:25:00,22.0,25
37,0x4bdd,JAPRES18DEL03,26.913987,75.752891,27.053987,75.892891,02-04-2022,22:20,22:35,Sandstorms,Low,Metropolitian,scooter,2,1.0,20,JAP,2022-04-02,22:20:00,22:35:00,22.0,20
38,0x478d,JAPRES20DEL01,26.956431,75.776649,27.026431,75.846649,02-04-2022,22:35,22:40,Fog,Low,Metropolitian,motorcycle,0,2.0,43,JAP,2022-04-02,22:35:00,22:40:00,22.0,43
39,0x774c,JAPRES05DEL02,26.905287,75.794592,26.985287,75.874592,02-04-2022,22:45,0.958333333,Fog,Low,Metropolitian,scooter,2,0.0,20,JAP,2022-04-02,22:45:00,,22.0,20
40,0x6c66,JAPRES12DEL03,26.902908,75.792934,26.992908,75.882934,02-04-2022,22:50,0.958333333,Sunny,Low,Metropolitian,scooter,2,1.0,33,JAP,2022-04-02,22:50:00,,22.0,33
41,0x3506,JAPRES11DEL02,26.90294,75.793007,27.03294,75.923007,02-04-2022,23:10,23:25,Sandstorms,Low,Metropolitian,scooter,1,1.0,15,JAP,2022-04-02,23:10:00,23:25:00,23.0,15
42,0x9365,JAPRES05DEL01,26.905287,75.794592,26.975287,75.864592,02-04-2022,23:20,23:30,Sandstorms,Low,Metropolitian,scooter,2,0.0,20,JAP,2022-04-02,23:20:00,23:30:00,23.0,20
43,0xa8cb,JAPRES14DEL02,26.88842,75.800689,26.96842,75.880689,02-04-2022,23:20,23:35,Stormy,Low,Metropolitian,scooter,2,0.0,17,JAP,2022-04-02,23:20:00,23:35:00,23.0,17
44,0x6c30,JAPRES05DEL03,26.905287,75.794592,26.995287,75.884592,02-04-2022,23:25,23:40,Sandstorms,Low,Metropolitian,motorcycle,1,1.0,18,JAP,2022-04-02,23:25:00,23:40:00,23.0,18
45,0x8a8a,JAPRES16DEL03,26.849596,75.800512,26.989596,75.940512,02-04-2022,23:25,23:40,Fog,Low,Metropolitian,motorcycle,0,1.0,39,JAP,2022-04-02,23:25:00,23:40:00,23.0,39
46,0x5c2c,JAPRES18DEL01,26.913987,75.752891,27.023987,75.862891,02-04-2022,23:30,23:35,Fog,Low,Metropolitian,scooter,2,1.0,27,JAP,2022-04-02,23:30:00,23:35:00,23.0,27
47,0x8a95,JAPRES14DEL03,26.88842,75.800689,27.02842,75.940689,02-04-2022,23:30,23:45,Cloudy,Low,Urban,motorcycle,0,1.0,23,JAP,2022-04-02,23:30:00,23:45:00,23.0,23
48,0xa63,JAPRES13DEL02,26.846156,75.8023,26.976156,75.9323,02-04-2022,23:35,23:40,Cloudy,Low,Metropolitian,scooter,2,1.0,27,JAP,2022-04-02,23:35:00,23:40:00,23.0,27
49,0x54c3,JAPRES010DEL03,26.921411,75.793604,27.011411,75.883604,02-04-2022,23:50,23:55,Sandstorms,Low,Metropolitian,motorcycle,0,1.0,21,JAP,2022-04-02,23:50:00,23:55:00,23.0,21
50,0x6be5,JAPRES01DEL03,26.90519,75.810753,26.99519,75.900753,02-04-2022,23:55,24:10:00,Fog,Low,Metropolitian,motorcycle,0,1.0,43,JAP,2022-04-02,23:55:00,,23.0,43
